Cal Year,Cal Quarter,Cal Month,Cal Month #,Province,Market,Media Type,Media Sub Type,Ad Spend
2020,Q1,March,03,Ontario,Toronto - Hamilton - Niagara Falls,Out of Home,Billboards,2283935
2020,Q3,August,08,British Columbia,Vancouver - Victoria,Magazines,Trade Magazines,1194
2023,Q1,March,03,Quebec,Saguenay,Radio,Spot Radio,59107
2023,Q3,July,07,British Columbia,Dawson Creek,Linear Television,Specialty TV,26563
2021,Q2,May,05,Manitoba,Winnipeg - Brandon,Linear Television,Spot TV,351415
2022,Q2,April,04,Quebec,Montreal - Laval,Out of Home,Other,619202
2022,Q4,November,11,Alberta,Medicine Hat,Radio,Spot Radio,155226
2019,Q4,December,12,Nova Scotia,Halifax - Dartmouth,Linear Television,Specialty TV,159826
2021,Q1,January,01,British Columbia,Dawson Creek,Newspapers,Community Newspaper,1310
2023,Q1,February,02,Quebec,Montreal - Laval,Magazines,Consumer Magazines,5400
2018,Q3,July,07,National,National,Digital,Pure Play - Search,50773582
2023,Q1,February,02,Alberta,Edmonton,Out of Home,Billboards,66040
2021,Q3,August,08,Quebec,Trois -Rivieres - Shawinigan,Radio,Spot Radio,90899
2021,Q3,July,07,Ontario,Kitchener - Waterloo - Cambridge - Guelph,Radio,Other,5189
2018,Q1,January,01,Quebec,Rouyn - Noranda - Val D'Or,Linear Television,Specialty TV,17701
2020,Q2,June,06,Ontario,Barrie - Orillia,Newspapers,Community Newspaper,35591
2022,Q1,March,03,National,National,Out of Home,Other,9053
2020,Q3,July,07,Saskatchewan,Saskatoon,Linear Television,Specialty TV,32260
2020,Q1,January,01,British Columbia,Terrace - Kitimat - Prince Rupert,Linear Television,Spot TV,5958
2021,Q3,August,08,Multi-Market,Rimonouski - Sept Iles - Perce - Bathurst,Linear Television,Conventional TV,40342
2022,Q2,May,05,Multi-Market,Multi-Market,Radio,Spot Radio,185005
2018,Q2,May,05,Saskatchewan,Yorkton,Radio,Spot Radio,88133
2018,Q1,March,03,British Columbia,Vancouver - Victoria,Out of Home,Other,1837
2023,Q2,June,06,Prince Edward Island,Charlottetown,Radio,Spot Radio,58527
2023,Q2,June,06,New Brunswick,St. John - Fredericton - Moncton,Linear Television,Conventional TV,43223
2021,Q1,March,03,Saskatchewan,Regina - Moose Jaw,Newspapers,Dailies,10138
2018,Q1,March,03,Multi-Market,Multi-Market,Magazines,Trade Magazines,21805
2018,Q1,February,02,Ontario,Toronto - Hamilton - Niagara Falls,Out of Home,Ad Sales House,35244
2018,Q4,December,12,Saskatchewan,Saskatoon,Linear Television,Conventional TV,362350
2018,Q3,July,07,Manitoba,Winnipeg - Brandon,Linear Television,Spot TV,609890
2020,Q1,February,02,Manitoba,Winnipeg - Brandon,Radio,Other,10857
2018,Q4,November,11,National,National,Digital,Pure Play - Search,70938618
2019,Q1,January,01,Nova Scotia,Halifax - Dartmouth,Radio,Spot Radio,236705
2021,Q2,May,05,Multi-Market,Multi-Market,Out of Home,Street Furniture/Retail,267391
2022,Q1,March,03,Multi-Market,Ottawa - Gatineau,Magazines,Trade Magazines,10961
2021,Q3,September,09,National,National,Digital,Pure Play - Internet Radio,4359753
2019,Q2,April,04,Alberta,Red Deer,Newspapers,Dailies,5676
2018,Q3,August,08,New Brunswick,St. John - Fredericton - Moncton,Out of Home,Billboards,18441
2023,Q1,February,02,Ontario,Sudbury - Timmins - North Bay,Newspapers,Community Newspaper,32112
2023,Q2,June,06,Ontario,Kenora,Radio,Spot Radio,15588
2023,Q1,March,03,Ontario,Toronto - Hamilton - Niagara Falls,Radio,Spot Radio,4541744
2021,Q1,March,03,New Brunswick,St. John - Fredericton - Moncton,Linear Television,Specialty TV,33741
2021,Q2,April,04,Saskatchewan,Regina - Moose Jaw,Newspapers,Community Newspaper,10311
2020,Q2,April,04,Manitoba,Winnipeg - Brandon,Out of Home,Billboards,37856
2022,Q3,August,08,Alberta,Edmonton,Out of Home,Billboards,67936
2023,Q2,May,05,National,National,Linear Television,Other,1214758
2018,Q2,May,05,Saskatchewan,Regina - Moose Jaw,Linear Television,Conventional TV,509893
2021,Q2,May,05,Ontario,Sudbury - Timmins - North Bay,Linear Television,Conventional TV,425429
2023,Q1,February,02,British Columbia,Dawson Creek,Linear Television,Specialty TV,69608
2019,Q4,December,12,British Columbia,Vancouver - Victoria,Radio,Spot Radio,3605292
2022,Q3,August,08,Ontario,Sault Sainte Marie,Linear Television,Conventional TV,752
2019,Q4,October,10,Ontario,Toronto - Hamilton - Niagara Falls,Linear Television,Spot TV,2150471
2022,Q1,February,02,Multi-Market,Ottawa - Gatineau,Newspapers,Community Newspaper,37836
2020,Q4,November,11,National,National,Linear Television,Conventional TV,67446919
2020,Q2,May,05,Saskatchewan,Saskatoon,Linear Television,Spot TV,120266
2018,Q1,January,01,British Columbia,Kelowna - Okanagan Valley - Kamloops,Newspapers,Other,1500
2021,Q2,April,04,Ontario,London - Woodstock - Wingham,Radio,Spot Radio,373705
2020,Q1,January,01,Alberta,Medicine Hat,Radio,Spot Radio,122539
2019,Q4,December,12,Nova Scotia,Halifax - Dartmouth,Linear Television,Spot TV,76525
2021,Q3,September,09,Alberta,Calgary - Lethbridge,Out of Home,Billboards,61492
2018,Q2,May,05,British Columbia,Kelowna - Okanagan Valley - Kamloops,Radio,Spot Radio,617051
2020,Q1,March,03,Ontario,Toronto - Hamilton - Niagara Falls,Radio,Network Radio,1620
2021,Q2,April,04,Yukon,Whitehorse,Newspapers,Community Newspaper,2513
2021,Q4,November,11,Quebec,Rouyn - Noranda - Val D'Or,Linear Television,Specialty TV,6668
2020,Q3,July,07,British Columbia,Terrace - Kitimat - Prince Rupert,Newspapers,Community Newspaper,4075
2018,Q4,October,10,Multi-Market,Rimonouski - Sept Iles - Perce - Bathurst,Linear Television,Conventional TV,123818
2021,Q2,May,05,British Columbia,Vancouver - Victoria,Magazines,Newspaper Magazines,265
2021,Q2,April,04,Ontario,Kitchener - Waterloo - Cambridge - Guelph,Linear Television,Spot TV,51664
2020,Q2,April,04,Ontario,Windsor,Radio,Spot Radio,129071
2021,Q4,October,10,National,National,Out of Home,Ad Sales House,1831
2021,Q3,August,08,Quebec,Rouyn - Noranda - Val D'Or,Newspapers,Community Newspaper,19551
2021,Q4,October,10,Quebec,Trois -Rivieres - Shawinigan,Linear Television,Conventional TV,69136
2021,Q1,January,01,Ontario,Barrie - Orillia,Out of Home,Other,264
2021,Q1,February,02,Quebec,Quebec City - Levis,Radio,Spot Radio,279550
2023,Q2,April,04,Quebec,Quebec City - Levis,Magazines,Consumer Magazines,8566
2022,Q2,May,05,Saskatchewan,Yorkton,Newspapers,Community Newspaper,504
2023,Q2,April,04,Multi-Market,Multi-Market,Out of Home,Street Furniture/Retail,459160
2020,Q1,January,01,Saskatchewan,Regina - Moose Jaw,Newspapers,Dailies,6289
2023,Q1,January,01,Ontario,Toronto - Hamilton - Niagara Falls,Newspapers,Community Newspaper,234441
2018,Q2,April,04,Quebec,Montreal - Laval,Radio,Spot Radio,5329478
2022,Q2,May,05,Ontario,Peterborough - Belleville - Trenton,Radio,Spot Radio,309660
2023,Q1,January,01,Alberta,Edmonton,Magazines,Trade Magazines,6592
2023,Q1,February,02,New Brunswick,St. John - Fredericton - Moncton,Linear Television,Specialty TV,4620
2022,Q1,March,03,Ontario,London - Woodstock - Wingham,Linear Television,Specialty TV,148976
2018,Q2,April,04,National,National,Out of Home,Transit,2529
2018,Q2,April,04,British Columbia,Dawson Creek,Radio,Spot Radio,58544
2022,Q4,December,12,British Columbia,Kelowna - Okanagan Valley - Kamloops,Linear Television,Specialty TV,38870
2021,Q3,August,08,Multi-Market,Multi-Market,Out of Home,Cinema,350563
2020,Q3,July,07,Quebec,Saguenay,Linear Television,Specialty TV,5712
2023,Q3,September,09,British Columbia,Kelowna - Okanagan Valley - Kamloops,Radio,Spot Radio,209532
2019,Q2,May,05,Alberta,Medicine Hat,Linear Television,Spot TV,23166
2019,Q3,August,08,Multi-Market,Ottawa - Gatineau,Out of Home,Billboards,2924
2023,Q3,September,09,Saskatchewan,Saskatoon,Linear Television,Specialty TV,35588
2018,Q1,January,01,National,National,Magazines,Newspaper Magazines,58019
2018,Q2,May,05,Manitoba,Winnipeg - Brandon,Linear Television,Spot TV,823647
2018,Q4,November,11,Ontario,Kingston,Newspapers,Community Newspaper,20357
2022,Q3,July,07,Quebec,Quebec City - Levis,Radio,Spot Radio,209043
2020,Q2,May,05,National,National,Digital,Mobile Ad Network/Ad Exchange,489196
2020,Q1,March,03,Quebec,Saguenay,Newspapers,Community Newspaper,10896
2020,Q1,February,02,Multi-Market,Multi-Market,Out of Home,Street Furniture/Retail,424342
2018,Q4,October,10,Alberta,Red Deer,Newspapers,Dailies,3946
2019,Q1,March,03,Alberta,Red Deer,Newspapers,Dailies,2184
2018,Q4,October,10,Ontario,Peterborough - Belleville - Trenton,Linear Television,Spot TV,56017
2020,Q3,August,08,National,National,Digital,Mobile Ad Network/Ad Exchange,872778
2019,Q1,January,01,National,National,Linear Television,Ad Sales House,651800
2020,Q3,September,09,Alberta,Red Deer,Radio,Spot Radio,139938
2018,Q2,May,05,Alberta,Red Deer,Newspapers,Dailies,8284
2021,Q4,October,10,Ontario,Kingston,Linear Television,Specialty TV,113608
2020,Q4,November,11,Ontario,Windsor,Linear Television,Conventional TV,69824
2022,Q1,January,01,British Columbia,Kelowna - Okanagan Valley - Kamloops,Linear Television,Spot TV,38236
2018,Q2,May,05,Quebec,Rouyn - Noranda - Val D'Or,Out of Home,Billboards,2398
2021,Q1,March,03,Quebec,Trois -Rivieres - Shawinigan,Linear Television,Spot TV,11867
2020,Q2,April,04,Alberta,Lloydminster,Radio,Spot Radio,54493
2018,Q4,October,10,Saskatchewan,Regina - Moose Jaw,Linear Television,Conventional TV,627970
2018,Q3,August,08,National,National,Newspapers,Other,13156
2020,Q1,February,02,Northwest Territories,Yellowknife,Radio,Spot Radio,18858
2018,Q3,September,09,Quebec,Rouyn - Noranda - Val D'Or,Linear Television,Specialty TV,20355
2020,Q4,November,11,Ontario,Sault Sainte Marie,Newspapers,Dailies,6301
2020,Q2,May,05,British Columbia,Prince George,Newspapers,Dailies,1529
2021,Q2,May,05,Alberta,Calgary - Lethbridge,Radio,Other,49588
2018,Q2,June,06,British Columbia,Vancouver - Victoria,Digital,Print - Digital,16230
2020,Q2,May,05,National,National,Linear Television,Other,1765
2022,Q4,December,12,Ontario,Toronto - Hamilton - Niagara Falls,Magazines,Consumer Magazines,265455
2021,Q2,June,06,Quebec,Montreal - Laval,Linear Television,Conventional TV,1956009
2022,Q1,March,03,Alberta,Calgary - Lethbridge,Newspapers,Community Newspaper,531
2021,Q1,March,03,Alberta,Calgary - Lethbridge,Radio,Spot Radio,934083
2019,Q2,June,06,Ontario,Sault Sainte Marie,Linear Television,Conventional TV,7021
2021,Q1,January,01,Newfoundland and Labrador,St. Johns - Corner Brook,Radio,Spot Radio,77645
2022,Q2,May,05,British Columbia,Vancouver - Victoria,Magazines,Newspaper Magazines,2992
2022,Q2,June,06,Alberta,Medicine Hat,Linear Television,Spot TV,4740
2020,Q4,December,12,National,National,Linear Television,Ad Sales House,60637
2021,Q4,November,11,British Columbia,Dawson Creek,Newspapers,Community Newspaper,4843
2019,Q2,April,04,Quebec,Sherbrooke,Newspapers,Dailies,45884
2020,Q3,August,08,Saskatchewan,Saskatoon,Magazines,Trade Magazines,1059
2018,Q3,September,09,Alberta,Edmonton,Radio,Spot Radio,2109140
2021,Q3,September,09,Ontario,Kingston,Linear Television,Spot TV,13714
2018,Q3,September,09,Ontario,Kingston,Linear Television,Spot TV,38709
2021,Q4,October,10,Alberta,Medicine Hat,Linear Television,Conventional TV,3869
2021,Q3,September,09,Saskatchewan,Saskatoon,Newspapers,Community Newspaper,955
2019,Q2,June,06,Alberta,Edmonton,Newspapers,Community Newspaper,13410
2021,Q1,January,01,Saskatchewan,Regina - Moose Jaw,Out of Home,Billboards,35672
2023,Q1,February,02,Ontario,Sault Sainte Marie,Linear Television,Conventional TV,3646
2022,Q4,December,12,Ontario,Windsor,Linear Television,Spot TV,6358
2023,Q3,July,07,Ontario,Barrie - Orillia,Linear Television,Specialty TV,41446
2020,Q1,March,03,National,National,Out of Home,Ad Sales House,22190
2020,Q4,December,12,British Columbia,Terrace - Kitimat - Prince Rupert,Linear Television,Conventional TV,21810
2022,Q4,December,12,Ontario,Pembroke - Petawawa,Radio,Spot Radio,6808
2023,Q1,March,03,British Columbia,Vancouver - Victoria,Out of Home,Billboards,17400
2020,Q3,July,07,Alberta,Calgary - Lethbridge,Linear Television,Spot TV,735476
2018,Q4,December,12,Multi-Market,Multi-Market,Out of Home,Billboards,17829242
2021,Q3,August,08,Ontario,Kingston,Radio,Spot Radio,191378
2021,Q1,March,03,Quebec,Saguenay,Newspapers,Community Newspaper,6952
2018,Q1,March,03,Saskatchewan,Saskatoon,Linear Television,Conventional TV,521933
2019,Q2,April,04,Multi-Market,Multi-Market,Out of Home,Other,1032040
2019,Q1,March,03,Alberta,Red Deer,Linear Television,Specialty TV,21502
2019,Q3,August,08,Multi-Market,Multi-Market,Radio,Spot Radio,255347
2019,Q1,March,03,Ontario,Windsor,Newspapers,Community Newspaper,32830
2020,Q3,September,09,New Brunswick,St. John - Fredericton - Moncton,Out of Home,Other,3216
2020,Q3,July,07,Quebec,Rouyn - Noranda - Val D'Or,Radio,Spot Radio,80424
2019,Q3,July,07,New Brunswick,St. John - Fredericton - Moncton,Out of Home,Ad Sales House,1694
2018,Q3,September,09,Saskatchewan,Regina - Moose Jaw,Linear Television,Spot TV,207911
2022,Q2,May,05,Ontario,Kenora,Linear Television,Specialty TV,0
2023,Q1,January,01,Nova Scotia,Halifax - Dartmouth,Out of Home,Billboards,40829
2022,Q4,December,12,Alberta,Calgary - Lethbridge,Radio,Spot Radio,964109
2018,Q4,December,12,Quebec,Trois -Rivieres - Shawinigan,Radio,Spot Radio,96255
2023,Q1,March,03,Multi-Market,Ottawa - Gatineau,Newspapers,Dailies,523271
2019,Q4,November,11,Newfoundland and Labrador,St. Johns - Corner Brook,Linear Television,Conventional TV,191280
2021,Q4,December,12,Ontario,Windsor,Linear Television,Spot TV,35739
2023,Q3,August,08,Multi-Market,Multi-Market,Linear Television,Conventional TV,1115587
2022,Q1,January,01,Ontario,Peterborough - Belleville - Trenton,Linear Television,Conventional TV,29049
2019,Q1,February,02,Quebec,Saguenay,Radio,Spot Radio,86098
2022,Q3,July,07,Ontario,Sault Sainte Marie,Linear Television,Specialty TV,0
2020,Q3,September,09,Quebec,Montreal - Laval,Newspapers,Community Newspaper,108007
2021,Q4,October,10,Alberta,Edmonton,Newspapers,Dailies,28483
2019,Q3,September,09,Quebec,Sherbrooke,Radio,Spot Radio,224625
2018,Q1,March,03,British Columbia,Vancouver - Victoria,Newspapers,Community Newspaper,634053
2021,Q3,September,09,British Columbia,Kelowna - Okanagan Valley - Kamloops,Newspapers,Community Newspaper,115839
2022,Q1,February,02,British Columbia,Prince George,Radio,Spot Radio,106570
2018,Q3,August,08,Nova Scotia,Halifax - Dartmouth,Linear Television,Conventional TV,620121
2019,Q2,June,06,British Columbia,Dawson Creek,Linear Television,Spot TV,24699
2021,Q2,June,06,Quebec,Sherbrooke,Linear Television,Specialty TV,30391
2021,Q2,May,05,Alberta,Edmonton,Linear Television,Spot TV,1313645
2021,Q2,May,05,Multi-Market,Multi-Market,Out of Home,Stadiums & Arenas,30482
2021,Q1,March,03,Quebec,Chaleur Bay - Carleton,Linear Television,Specialty TV,6004
2018,Q4,October,10,National,National,Digital,Pure Play - Search,59751553
2019,Q3,July,07,Prince Edward Island,Charlottetown,Linear Television,Spot TV,5932
2019,Q4,October,10,National,National,Newspapers,Community Newspaper,136681
2021,Q2,May,05,British Columbia,Kelowna - Okanagan Valley - Kamloops,Linear Television,Conventional TV,27855
2021,Q3,July,07,Quebec,Montreal - Laval,Out of Home,Transit,117647
2019,Q2,May,05,British Columbia,Vancouver - Victoria,Linear Television,Spot TV,4070486
2020,Q4,October,10,Alberta,Red Deer,Out of Home,Billboards,1647
2019,Q4,November,11,Ontario,Kingston,Linear Television,Spot TV,22879
2021,Q2,April,04,Alberta,Red Deer,Newspapers,Dailies,3529
2021,Q4,November,11,New Brunswick,St. John - Fredericton - Moncton,Out of Home,Other,2618
2018,Q3,September,09,Alberta,Calgary - Lethbridge,Out of Home,Billboards,73184
2020,Q2,April,04,Ontario,Sault Sainte Marie,Newspapers,Community Newspaper,2163
2018,Q4,October,10,Multi-Market,Ottawa - Gatineau,Linear Television,Other,123915
2018,Q1,February,02,Quebec,Chaleur Bay - Carleton,Linear Television,Specialty TV,37640
2018,Q1,January,01,Saskatchewan,Yorkton,Linear Television,Spot TV,2970
2023,Q1,March,03,Manitoba,Winnipeg - Brandon,Digital,Pure Play - Internet Radio,1877
2018,Q2,May,05,Quebec,Trois -Rivieres - Shawinigan,Linear Television,Specialty TV,87363
2018,Q1,January,01,Multi-Market,Rimonouski - Sept Iles - Perce - Bathurst,Newspapers,Dailies,7512
2021,Q4,December,12,Quebec,Saguenay,Radio,Spot Radio,34697
2022,Q4,November,11,Ontario,Pembroke - Petawawa,Radio,Spot Radio,23765
2021,Q4,December,12,National,National,Digital,Pure Play - Social,117822643
2021,Q1,February,02,National,National,Newspapers,Other,17520
2019,Q2,May,05,Manitoba,Winnipeg - Brandon,Magazines,Consumer Magazines,6245
2019,Q1,January,01,Multi-Market,Rimonouski - Sept Iles - Perce - Bathurst,Newspapers,Dailies,7819
2018,Q1,January,01,Alberta,Medicine Hat,Linear Television,Spot TV,15799
2020,Q2,May,05,Quebec,Montreal - Laval,Magazines,Consumer Magazines,10376
2020,Q2,June,06,Ontario,Peterborough - Belleville - Trenton,Linear Television,Specialty TV,19685
2023,Q3,August,08,Ontario,Pembroke - Petawawa,Radio,Spot Radio,25533
2020,Q3,July,07,Quebec,Saguenay,Newspapers,Community Newspaper,13930
2019,Q4,December,12,Multi-Market,Rimonouski - Sept Iles - Perce - Bathurst,Radio,Spot Radio,224020
2022,Q4,November,11,Ontario,Toronto - Hamilton - Niagara Falls,Magazines,Consumer Magazines,329355
2018,Q1,January,01,Ontario,Pembroke - Petawawa,Linear Television,Specialty TV,51
2020,Q1,January,01,National,National,Out of Home,Transit,2529
2019,Q1,January,01,National,National,Magazines,Consumer Magazines,920376
2023,Q3,July,07,New Brunswick,St. John - Fredericton - Moncton,Linear Television,Specialty TV,14678
2019,Q4,November,11,British Columbia,Vancouver - Victoria,Linear Television,Spot TV,5344827
2018,Q2,April,04,Saskatchewan,Prince Albert,Newspapers,Dailies,1729
2023,Q1,January,01,Ontario,London - Woodstock - Wingham,Newspapers,Dailies,864
2022,Q3,July,07,National,National,Magazines,Other,2971
2020,Q4,December,12,National,National,Linear Television,Other,261282
2022,Q2,June,06,Quebec,Montreal - Laval,Out of Home,Billboards,223578
2018,Q1,March,03,Quebec,Trois -Rivieres - Shawinigan,Linear Television,Spot TV,74528
2023,Q1,February,02,Ontario,Windsor,Radio,Spot Radio,237663
2023,Q2,May,05,Multi-Market,Multi-Market,Newspapers,Community Newspaper,12811
2021,Q1,February,02,Alberta,Calgary - Lethbridge,Digital,Print - Digital,1176
2019,Q1,January,01,Saskatchewan,Swift Current,Linear Television,Specialty TV,2
2023,Q1,January,01,Alberta,Red Deer,Out of Home,Ad Sales House,14387
2019,Q1,January,01,Ontario,Kitchener - Waterloo - Cambridge - Guelph,Linear Television,Conventional TV,810207
2019,Q3,August,08,Ontario,Toronto - Hamilton - Niagara Falls,Magazines,Other,2353
2019,Q2,May,05,Quebec,Saguenay,Newspapers,Community Newspaper,34819
2022,Q4,October,10,Ontario,Sudbury - Timmins - North Bay,Newspapers,Dailies,18325
2020,Q4,October,10,Saskatchewan,Swift Current,Radio,Spot Radio,19901
2019,Q1,January,01,Ontario,Kitchener - Waterloo - Cambridge - Guelph,Newspapers,Dailies,31609
2019,Q1,January,01,Saskatchewan,Prince Albert,Linear Television,Specialty TV,8791
2020,Q3,September,09,Prince Edward Island,Charlottetown,Newspapers,Community Newspaper,13027
2020,Q1,March,03,Ontario,Windsor,Radio,Spot Radio,701239
2018,Q4,December,12,Quebec,Sherbrooke,Newspapers,Community Newspaper,65983
2023,Q2,June,06,Manitoba,Winnipeg - Brandon,Linear Television,Specialty TV,100479
2021,Q1,March,03,Ontario,Kenora,Linear Television,Conventional TV,0
2019,Q4,November,11,Ontario,Kingston,Radio,Spot Radio,299131
2022,Q2,April,04,Newfoundland and Labrador,St. Johns - Corner Brook,Linear Television,Specialty TV,36694
2019,Q2,May,05,Quebec,Quebec City - Levis,Linear Television,Specialty TV,113263
2022,Q1,February,02,Quebec,Quebec City - Levis,Digital,Pure Play - Content,7059
2022,Q1,March,03,New Brunswick,St. John - Fredericton - Moncton,Out of Home,Other,1912
2019,Q1,March,03,Alberta,Edmonton,Magazines,Trade Magazines,27727
2019,Q1,February,02,Yukon,Whitehorse,Linear Television,Specialty TV,0
2019,Q4,October,10,Ontario,Toronto - Hamilton - Niagara Falls,Magazines,Consumer Magazines,201103
2022,Q4,December,12,Newfoundland and Labrador,St. Johns - Corner Brook,Linear Television,Spot TV,29601
2021,Q4,October,10,Ontario,Kitchener - Waterloo - Cambridge - Guelph,Linear Television,Spot TV,54149
2022,Q1,March,03,Quebec,Riviere Du Loup,Linear Television,Conventional TV,22520
2019,Q1,January,01,Alberta,Edmonton,Magazines,Consumer Magazines,11159
2022,Q2,April,04,Multi-Market,Rimonouski - Sept Iles - Perce - Bathurst,Newspapers,Community Newspaper,21363
2019,Q4,December,12,Saskatchewan,Swift Current,Linear Television,Specialty TV,5
2021,Q2,June,06,Quebec,Chaleur Bay - Carleton,Linear Television,Specialty TV,4675
2018,Q1,February,02,Ontario,Toronto - Hamilton - Niagara Falls,Linear Television,Specialty TV,18684886
2022,Q4,December,12,Ontario,Kingston,Linear Television,Specialty TV,74758
2022,Q2,June,06,Alberta,Calgary - Lethbridge,Linear Television,Spot TV,1160428
2023,Q2,April,04,Alberta,Edmonton,Linear Television,Specialty TV,293388
2023,Q3,August,08,Ontario,London - Woodstock - Wingham,Newspapers,Community Newspaper,2522
2019,Q2,April,04,Alberta,Medicine Hat,Linear Television,Specialty TV,50554
2019,Q1,January,01,British Columbia,Dawson Creek,Linear Television,Spot TV,15362
2019,Q2,June,06,Quebec,Montreal - Laval,Newspapers,Community Newspaper,65682
2021,Q3,September,09,British Columbia,Vancouver - Victoria,Newspapers,Community Newspaper,500594
2020,Q3,July,07,Quebec,Riviere Du Loup,Linear Television,Spot TV,604
2022,Q4,October,10,Quebec,Quebec City - Levis,Newspapers,Dailies,25940
2020,Q2,June,06,British Columbia,Dawson Creek,Linear Television,Spot TV,5663
2020,Q1,March,03,Ontario,Barrie - Orillia,Linear Television,Specialty TV,16360
2021,Q3,August,08,Quebec,Rouyn - Noranda - Val D'Or,Out of Home,Billboards,1689
2018,Q2,April,04,Multi-Market,Multi-Market,Out of Home,Stadiums & Arenas,1468808
2018,Q4,October,10,Multi-Market,Multi-Market,Magazines,Consumer Magazines,14429
2021,Q2,April,04,Newfoundland and Labrador,St. Johns - Corner Brook,Newspapers,Community Newspaper,10947
2021,Q1,March,03,National,National,Magazines,Ad Sales House,65906
2023,Q2,April,04,Quebec,Chaleur Bay - Carleton,Radio,Spot Radio,30754
2018,Q3,July,07,Ontario,Thunder Bay,Radio,Spot Radio,175446
2022,Q2,June,06,Saskatchewan,Swift Current,Linear Television,Specialty TV,0
2022,Q2,April,04,Multi-Market,Ottawa - Gatineau,Newspapers,Community Newspaper,14483
2022,Q1,February,02,Saskatchewan,Saskatoon,Linear Television,Spot TV,98106
2023,Q1,March,03,Quebec,Quebec City - Levis,Digital,Pure Play - Content,0
2018,Q3,August,08,Quebec,Trois -Rivieres - Shawinigan,Linear Television,Spot TV,31814
2019,Q2,April,04,Alberta,Lloydminster,Linear Television,Spot TV,51890
2022,Q3,September,09,New Brunswick,St. John - Fredericton - Moncton,Out of Home,Ad Sales House,1706
2021,Q3,August,08,British Columbia,Vancouver - Victoria,Out of Home,Billboards,170356
2022,Q3,July,07,Yukon,Whitehorse,Newspapers,Dailies,1581
2021,Q2,May,05,Manitoba,Winnipeg - Brandon,Digital,Print - Digital,2605
2018,Q1,January,01,New Brunswick,St. John - Fredericton - Moncton,Newspapers,Community Newspaper,10533
2022,Q2,June,06,New Brunswick,St. John - Fredericton - Moncton,Out of Home,Other,3324
2019,Q2,May,05,Alberta,Edmonton,Out of Home,Billboards,89649
2018,Q4,November,11,Multi-Market,Rimonouski - Sept Iles - Perce - Bathurst,Linear Television,Specialty TV,39292
2023,Q3,August,08,Multi-Market,Multi-Market,Magazines,Trade Magazines,3969
2018,Q1,January,01,British Columbia,Vancouver - Victoria,Out of Home,Transit,53264
2020,Q4,December,12,Quebec,Saguenay,Linear Television,Specialty TV,15625
2022,Q4,December,12,Quebec,Quebec City - Levis,Linear Television,Conventional TV,97538
2018,Q2,April,04,Alberta,Lloydminster,Out of Home,Billboards,3954
2022,Q1,January,01,Manitoba,Winnipeg - Brandon,Digital,Pure Play - Content,309
2020,Q2,June,06,Multi-Market,Ottawa - Gatineau,Digital,Print - Digital,2127
2018,Q3,August,08,Quebec,Montreal - Laval,Linear Television,Other,824
2018,Q4,December,12,British Columbia,Vancouver - Victoria,Radio,Spot Radio,3603230
2021,Q4,October,10,Alberta,Lloydminster,Linear Television,Conventional TV,6336
2019,Q4,October,10,Quebec,Quebec City - Levis,Linear Television,Spot TV,232370
2020,Q4,December,12,Alberta,Lloydminster,Newspapers,Community Newspaper,1785
2019,Q4,October,10,Nova Scotia,Sydney - Glace Bay,Linear Television,Conventional TV,153565
2020,Q2,June,06,Ontario,Windsor,Radio,Spot Radio,266515
2019,Q3,July,07,Alberta,Edmonton,Magazines,Consumer Magazines,5318
2019,Q2,June,06,Multi-Market,Rimonouski - Sept Iles - Perce - Bathurst,Radio,Spot Radio,309957
2021,Q1,January,01,Quebec,Trois -Rivieres - Shawinigan,Linear Television,Spot TV,3057
2022,Q2,April,04,Manitoba,Winnipeg - Brandon,Newspapers,Community Newspaper,8816
2018,Q2,May,05,Alberta,Edmonton,Out of Home,Billboards,74839
2020,Q3,August,08,Ontario,Thunder Bay,Linear Television,Spot TV,45222
2022,Q4,November,11,Manitoba,Winnipeg - Brandon,Out of Home,Billboards,50490
2018,Q4,November,11,Quebec,Saguenay,Out of Home,Billboards,2782
2020,Q4,November,11,Ontario,Toronto - Hamilton - Niagara Falls,Out of Home,Other,167852
2023,Q1,February,02,Ontario,London - Woodstock - Wingham,Linear Television,Spot TV,50672
2019,Q4,November,11,Alberta,Edmonton,Linear Television,Spot TV,1837541
2020,Q4,October,10,Quebec,Montreal - Laval,Linear Television,Spot TV,2128473
2019,Q2,May,05,National,National,Digital,Other,318295
2019,Q1,February,02,Prince Edward Island,Charlottetown,Linear Television,Conventional TV,31157
2020,Q3,August,08,Multi-Market,Multi-Market,Magazines,Consumer Magazines,35953
2020,Q1,March,03,Quebec,Montreal - Laval,Linear Television,Specialty TV,1037292
2019,Q1,February,02,Manitoba,Winnipeg - Brandon,Linear Television,Specialty TV,298321
2023,Q2,April,04,Alberta,Red Deer,Newspapers,Community Newspaper,3160
2023,Q1,January,01,Multi-Market,Multi-Market,Radio,Spot Radio,279008
2022,Q2,April,04,Saskatchewan,Yorkton,Radio,Spot Radio,14482
2023,Q2,June,06,Quebec,Saguenay,Linear Television,Spot TV,17835
2020,Q1,January,01,Manitoba,Winnipeg - Brandon,Radio,Other,15864
2018,Q4,November,11,British Columbia,Prince George,Linear Television,Spot TV,29709
2019,Q3,August,08,Quebec,Montreal - Laval,Magazines,Trade Magazines,1784
